Education,customer_id,AGE,marital,JOB
secondary,105778,50,married,services
secondary,105796,50,single,admin.
unknown,105802,39,married,blue-collar
primary,105805,37,married,blue-collar
secondary,105806,44,DIVORCED,technician
secondary,105820,30,married,admin.
secondary,105824,42,divorced,unemployed
SECONDARY,105830,30,married,admin.
secondary,105842,34,married,services
secondary,105845,34,married,services
primary,105850,40,married,blue-collar
tertiary,105861,39,single,unemployed
secondary,105863,36,single,retired
secondary,105869,31,single,admin.
secondary,105870,54,married,blue-collar
tertiary,105875,33,single,services
tertiary,105877,31,single,management
secondary,105882,32,single,blue-collar
secondary,105884,45,married,blue-collar
secondary,105888,37,married,unemployed
secondary,105901,39,married,technician
secondary,105904,37,married,blue-collar
secondary,105910,28,single,blue-collar
secondary,105912,28,married,technician
primary,105914,29,married,blue-collar
tertiary,105927,47,married,technician
tertiary,105939,32,single,management
secondary,105941,49,divorced,technician
secondary,105944,34,married,blue-collar
tertiary,105946,29,single,technician
tertiary,105947,28,single,self-employed
secondary,105957,32,single,admin.
secondary,105967,37,divorced,blue-collar
secondary,105979,30,married,unemployed
secondary,105982,24,married,blue-collar
secondary,105984,52,divorced,entrepreneur
tertiary,105987,29,single,management
tertiary,105989,34,married,management
secondary,105992,45,divorced,blue-collar
SECONDARY,106015,35,married,services
tertiary,106026,31,single,management
secondary,106033,38,divorced,admin.
primary,106036,40,married,blue-collar
secondary,106039,28,single,admin.
tertiary,106045,30,single,unemployed
primary,106051,35,married,blue-collar
tertiary,106060,31,DIVORCED,management
secondary,106072,27,married,admin.
secondary,106074,30,married,services
SECONDARY,106075,40,married,blue-collar
secondary,106077,30,married,admin.
secondary,106080,33,single,management
secondary,106094,29,single,technician
tertiary,106100,39,single,management
secondary,106106,59,married,services
secondary,106107,24,married,blue-collar
primary,106116,32,married,blue-collar
tertiary,106120,39,married,entrepreneur
secondary,106122,26,single,services
secondary,106131,31,single,blue-collar
secondary,106133,23,married,services
secondary,106135,32,single,blue-collar
secondary,106136,39,married,blue-collar
primary,106139,59,married,retired
secondary,106150,33,married,blue-collar
primary,106151,60,married,retired
secondary,106156,28,single,student
secondary,106164,33,married,services
tertiary,106177,47,married,management
secondary,106188,43,single,management
SECONDARY,106207,29,married,blue-collar
secondary,106213,59,single,retired
primary,106216,40,married,admin.
secondary,106226,34,single,services
secondary,106233,39,married,technician
secondary,106238,32,married,services
primary,106241,28,married,blue-collar
secondary,106242,53,married,technician
tertiary,106244,39,single,management
tertiary,106260,32,divorced,management
secondary,106262,39,single,services
primary,106263,30,single,entrepreneur
tertiary,106271,26,divorced,technician
secondary,106274,36,DIVORCED,services
unknown,106275,36,married,blue-collar
secondary,106281,45,DIVORCED,technician
secondary,106284,32,single,admin.
tertiary,106285,28,single,management
secondary,106290,23,single,admin.
secondary,106315,55,married,technician
secondary,106325,51,divorced,blue-collar
primary,106327,26,single,blue-collar
secondary,106333,34,married,entrepreneur
tertiary,106338,56,divorced,management
secondary,106342,28,single,student
secondary,106349,21,married,blue-collar
secondary,106363,25,single,blue-collar
secondary,106371,37,married,admin.
unknown,106380,21,single,admin.
primary,106396,42,married,admin.
secondary,106405,33,divorced,admin.
primary,106410,40,married,blue-collar
tertiary,106413,24,single,self-employed
secondary,106414,30,married,unemployed
tertiary,106417,39,divorced,management
secondary,106419,49,married,technician
tertiary,106420,60,married,technician
tertiary,106425,48,DIVORCED,management
secondary,106438,30,single,admin.
secondary,106444,41,divorced,admin.
tertiary,106448,37,single,entrepreneur
secondary,106449,35,single,services
secondary,106462,30,single,technician
tertiary,106465,47,divorced,management
secondary,106468,28,married,unemployed
tertiary,106475,46,married,management
secondary,106486,34,single,technician
secondary,106487,41,married,services
secondary,106490,27,married,housemaid
secondary,106492,25,married,blue-collar
secondary,106496,58,married,blue-collar
secondary,106507,32,single,services
secondary,106533,38,married,management
primary,106541,29,married,blue-collar
secondary,106549,28,single,services
SECONDARY,106551,45,married,admin.
secondary,106552,44,divorced,services
secondary,106556,41,married,technician
secondary,106563,30,married,blue-collar
secondary,106571,36,married,blue-collar
primary,106573,30,married,blue-collar
tertiary,106578,32,single,management
secondary,106581,24,married,blue-collar
primary,106582,36,married,technician
tertiary,106583,30,married,management
secondary,106584,35,married,technician
secondary,106585,34,single,blue-collar
primary,106595,24,single,blue-collar
tertiary,106606,28,married,management
secondary,106609,26,single,student
primary,106611,48,married,housemaid
secondary,106614,34,married,technician
secondary,106623,45,divorced,technician
tertiary,106634,39,married,management
secondary,106640,34,single,technician
tertiary,106642,33,single,technician
secondary,106659,32,single,unknown
tertiary,106662,28,single,technician
tertiary,106685,40,single,management
secondary,106688,37,married,blue-collar
primary,106691,53,married,services
secondary,106695,33,single,management
secondary,106697,52,single,admin.
tertiary,106699,29,married,management
secondary,106703,31,divorced,admin.
secondary,106706,38,married,blue-collar
secondary,106711,31,single,services
secondary,106716,42,married,services
secondary,106719,35,single,services
tertiary,106723,45,divorced,management
secondary,106725,38,divorced,services
tertiary,106727,26,single,management
tertiary,106730,29,married,management
secondary,106732,26,single,technician
secondary,106746,46,married,technician
secondary,106759,28,single,services
secondary,106765,31,married,technician
secondary,106766,31,single,services
secondary,106777,53,divorced,technician
secondary,106784,27,single,services
SECONDARY,106795,27,single,blue-collar
secondary,106820,36,married,blue-collar
secondary,106832,27,married,technician
secondary,106835,38,divorced,technician
secondary,106836,40,divorced,blue-collar
secondary,106850,29,married,blue-collar
secondary,106852,25,single,self-employed
secondary,106856,35,married,technician
primary,106860,57,married,management
secondary,106874,28,married,management
secondary,106875,23,single,services
secondary,106878,40,divorced,admin.
secondary,106887,26,single,admin.
tertiary,106889,26,single,services
secondary,106893,27,married,technician
tertiary,106898,32,married,management
secondary,106901,27,single,blue-collar
secondary,106919,31,married,services
tertiary,106922,23,single,technician
SECONDARY,106924,46,married,technician
unknown,106929,56,married,retired
secondary,106936,31,single,services
unknown,106939,23,single,student
tertiary,106945,44,married,management
primary,106946,56,married,retired
tertiary,106955,57,married,retired
secondary,106956,33,married,blue-collar
secondary,106960,27,single,services
tertiary,106975,34,single,management
secondary,106985,38,married,self-employed
tertiary,106988,32,single,services
secondary,106995,35,divorced,blue-collar
secondary,106999,29,married,admin.
secondary,107000,32,married,services
tertiary,107001,27,single,management
primary,107010,48,married,blue-collar
secondary,107012,28,single,services
secondary,107019,28,single,student
tertiary,107038,30,single,student
secondary,107041,26,single,technician
tertiary,107045,35,single,self-employed
tertiary,107051,39,divorced,management
secondary,107053,29,single,blue-collar
tertiary,107068,38,married,technician
tertiary,107076,31,single,management
tertiary,107078,37,single,services
secondary,107081,32,single,technician
secondary,107093,44,married,technician
tertiary,107097,33,married,admin.
secondary,107115,28,married,admin.
secondary,107116,32,married,self-employed
secondary,107146,45,single,services
unknown,107149,51,married,entrepreneur
secondary,107150,35,married,blue-collar
primary,107152,44,married,blue-collar
secondary,107155,32,single,technician
secondary,107159,32,married,admin.
primary,107164,44,married,blue-collar
secondary,107183,34,single,services
secondary,107191,35,married,blue-collar
secondary,107198,30,single,services
secondary,107205,43,married,blue-collar
secondary,107214,39,married,technician
secondary,107224,35,married,admin.
secondary,107225,31,married,blue-collar
secondary,107227,39,divorced,technician
secondary,107229,44,married,blue-collar
secondary,107241,43,married,technician
secondary,107246,27,single,blue-collar
secondary,107250,50,married,technician
tertiary,107260,53,married,self-employed
primary,107262,42,married,blue-collar
secondary,107264,47,married,technician
secondary,107265,56,married,blue-collar
secondary,107267,54,married,technician
secondary,107269,40,married,admin.
secondary,107272,46,married,blue-collar
primary,107280,56,married,blue-collar
secondary,107281,23,single,services
secondary,107284,139,married,services
tertiary,107288,33,single,technician
secondary,107292,45,DIVORCED,unemployed
secondary,107317,46,married,technician
secondary,107325,52,married,retired
secondary,107327,41,married,management
primary,107337,45,married,blue-collar
secondary,107343,60,divorced,blue-collar
unknown,107353,52,married,technician
primary,107361,42,married,services
tertiary,107369,26,single,technician
secondary,107372,35,married,technician
secondary,107375,38,single,admin.
secondary,107382,56,married,technician
secondary,107394,37,married,blue-collar
secondary,107411,45,married,admin.
secondary,107415,46,single,admin.
tertiary,107419,53,divorced,management
primary,107425,33,single,blue-collar
secondary,107429,34,married,admin.
secondary,107434,41,married,blue-collar
tertiary,107435,27,single,management
secondary,107441,40,married,admin.
secondary,107447,38,divorced,technician
unknown,107448,50,married,technician
secondary,107449,30,married,admin.
secondary,107453,27,single,services
primary,107480,45,divorced,blue-collar
secondary,107489,42,married,entrepreneur
secondary,107504,39,divorced,blue-collar
secondary,107510,35,married,blue-collar
SECONDARY,107521,28,single,services
secondary,107522,25,single,blue-collar
secondary,107528,54,divorced,blue-collar
secondary,107534,34,divorced,technician
primary,107536,56,married,blue-collar
tertiary,107538,28,single,management
secondary,107541,37,single,admin.
